timestamp_s,x_est,y_est,x_gt,y_gt,error_m
1771494497.916477442,0.070082,-0.000021,0.083720,-0.000781,0.013659
1771494497.966494560,0.140406,-0.000023,0.125832,0.000737,0.014594
1771494498.016491175,0.212000,0.000001,0.212733,0.000982,0.001225
1771494498.016491175,0.212000,0.000001,0.212733,0.000982,0.001225
1771494498.066480160,0.284583,0.000179,0.300416,0.000891,0.015849
1771494498.066480160,0.284583,0.000179,0.300416,0.000891,0.015849
1771494498.091483116,0.321338,0.000258,0.300416,0.000891,0.020932
1771494498.116489410,0.358100,0.000300,0.342954,0.001459,0.015190
1771494498.166484594,0.432792,0.000287,0.432812,0.001458,0.001171
1771494498.216498613,0.508312,0.000446,0.521505,0.003007,0.013439
1771494498.216498613,0.508312,0.000446,0.521505,0.003007,0.013439
1771494498.241498947,0.546264,0.000561,0.566019,0.003614,0.019990
1771494498.266517878,0.584543,0.000616,0.566019,0.003614,0.018765
1771494498.316480398,0.660986,0.000724,0.658521,0.003780,0.003926
1771494498.366492987,0.738502,0.001004,0.747657,0.003891,0.009600
1771494498.391475201,0.777321,0.001207,0.792994,0.003441,0.015831
1771494498.391475201,0.777321,0.001207,0.792994,0.003441,0.015831
1771494498.441476107,0.856021,0.001477,0.839421,0.003423,0.016713
1771494498.441476107,0.856021,0.001477,0.839421,0.003423,0.016713
1771494498.491486549,0.933536,0.001536,0.929617,0.003797,0.004525
1771494498.491486549,0.933536,0.001536,0.929617,0.003797,0.004525
1771494498.541485310,1.010934,0.001656,0.975410,0.004621,0.035647
1771494498.591481447,1.088227,0.001752,1.109713,0.004496,0.021661
1771494498.591481447,1.088227,0.001752,1.109713,0.004496,0.021661
1771494498.641512156,1.166174,0.001805,1.158895,0.005367,0.008104
1771494498.641512156,1.166174,0.001805,1.158895,0.005367,0.008104
1771494498.691481829,1.242927,0.001726,1.245956,0.005568,0.004892
1771494498.741488934,1.320035,0.001552,1.337166,0.005939,0.017684
1771494498.791496754,1.396345,0.001564,1.382008,0.005473,0.014860
1771494498.791496754,1.396345,0.001564,1.382008,0.005473,0.014860
1771494498.816503048,1.434604,0.001653,1.426483,0.005921,0.009174
1771494498.816503048,1.434604,0.001653,1.426483,0.005921,0.009174
1771494498.866492271,1.511788,0.001741,1.519443,0.007497,0.009578
1771494498.891483307,1.550124,0.001743,1.563474,0.007982,0.014736
1771494498.941496849,1.626945,0.001668,1.608896,0.008620,0.019341
1771494498.966476917,1.665363,0.001636,1.654470,0.007068,0.012172
1771494499.016482115,1.742670,0.001616,1.745552,0.008051,0.007052
1771494499.016482115,1.742670,0.001616,1.745552,0.008051,0.007052
1771494499.066487551,1.820077,0.001672,1.836383,0.008606,0.017719
1771494499.066487551,1.820077,0.001672,1.836383,0.008606,0.017719
1771494499.116479635,1.897165,0.001719,1.882638,0.007844,0.015765
1771494499.116479635,1.897165,0.001719,1.882638,0.007844,0.015765
1771494499.166475534,1.974158,0.001740,1.972702,0.009347,0.007745
1771494499.191471100,2.012601,0.001717,2.019235,0.008400,0.009417
1771494499.241479397,2.089913,0.001649,2.109501,0.008992,0.020919
1771494499.241479397,2.089913,0.001649,2.109501,0.008992,0.020919
1771494499.316473246,2.205852,0.001822,2.200888,0.008037,0.007954
1771494499.316473246,2.205852,0.001822,2.200888,0.008037,0.007954
1771494499.366477251,2.282855,0.001954,2.291700,0.008780,0.011173
1771494499.366477251,2.282855,0.001954,2.291700,0.008780,0.011173
1771494499.416470051,2.360142,0.002009,2.381756,0.008723,0.022632
1771494499.416470051,2.360142,0.002009,2.381756,0.008723,0.022632
1771494499.441480398,2.398809,0.001944,2.381756,0.008723,0.018351
1771494499.491475344,2.475302,0.001985,2.472378,0.009928,0.008464
1771494499.541472197,2.551696,0.001926,2.517042,0.009064,0.035381
1771494499.541472197,2.551696,0.001926,2.517042,0.009064,0.035381
1771494499.591488361,2.628019,0.001782,2.607347,0.010423,0.022406
1771494499.591488361,2.628019,0.001782,2.607347,0.010423,0.022406
1771494499.641489983,2.705521,0.001499,2.743510,0.009718,0.038868
1771494499.666483641,2.744261,0.001461,2.743510,0.009718,0.008291
1771494499.741484642,2.859508,0.001542,2.880631,0.010122,0.022799
1771494499.741484642,2.859508,0.001542,2.880631,0.010122,0.022799
1771494499.766490459,2.898065,0.001526,2.880631,0.010122,0.019439
1771494499.766490459,2.898065,0.001526,2.880631,0.010122,0.019439
1771494499.816479206,2.975048,0.001416,2.969450,0.009981,0.010232
1771494499.841487885,3.013711,0.001351,3.015610,0.011768,0.010589
1771494499.866516113,3.052206,0.001310,3.060039,0.011859,0.013140
1771494499.941479683,3.167197,0.001133,3.151850,0.011280,0.018399
1771494499.966483116,3.205751,0.001149,3.196315,0.011419,0.013947
1771494499.966483116,3.205751,0.001149,3.196315,0.011419,0.013947
1771494499.991474628,3.244288,0.001132,3.241513,0.012803,0.011996
1771494499.991474628,3.244288,0.001132,3.241513,0.012803,0.011996
1771494500.041484356,3.321004,0.001076,3.331707,0.012017,0.015306
1771494500.066483974,3.359554,0.001080,3.376081,0.011798,0.019699
1771494500.116473675,3.436437,0.001140,3.421941,0.012849,0.018634
1771494500.141483307,3.474702,0.001189,3.469986,0.012652,0.012395
1771494500.191482544,3.551800,0.001300,3.558733,0.010518,0.011534
1771494500.191482544,3.551800,0.001300,3.558733,0.010518,0.011534
1771494500.241479397,3.628494,0.001433,3.650700,0.011004,0.024181
1771494500.241479397,3.628494,0.001433,3.650700,0.011004,0.024181
1771494500.291483879,3.706100,0.001339,3.695722,0.010633,0.013930
1771494500.291483879,3.706100,0.001339,3.695722,0.010633,0.013930
1771494500.341471672,3.783781,0.001155,3.785076,0.011630,0.010555
1771494500.391499996,3.860922,0.001019,3.876276,0.010866,0.018240
1771494500.391499996,3.860922,0.001019,3.876276,0.010866,0.018240
1771494500.441501141,3.938421,0.000472,3.920683,0.011197,0.020729
1771494500.441501141,3.938421,0.000472,3.920683,0.011197,0.020729
1771494500.491480589,4.015188,0.000027,4.013303,0.011248,0.011378
1771494500.516478300,4.053434,-0.000181,4.013303,0.011248,0.041726
1771494500.516478300,4.053434,-0.000181,4.013303,0.011248,0.041726
1771494500.566470861,4.130322,-0.000678,4.148325,0.011385,0.021671
1771494500.591496706,4.168711,-0.000893,4.148325,0.011385,0.023798
1771494500.616482735,4.207141,-0.001048,4.193259,0.011322,0.018594
1771494500.666482210,4.284439,-0.001328,4.283699,0.011804,0.013153
1771494500.716480494,4.361335,-0.001450,4.375933,0.011384,0.019437
1771494500.716480494,4.361335,-0.001450,4.375933,0.011384,0.019437
1771494500.766476631,4.438927,-0.001625,4.418799,0.013033,0.024900
1771494500.766476631,4.438927,-0.001625,4.418799,0.013033,0.024900
1771494500.816478968,4.515630,-0.001543,4.510349,0.014610,0.016994
1771494500.866501570,4.592361,-0.001398,4.602407,0.013754,0.018179
1771494500.866501570,4.592361,-0.001398,4.602407,0.013754,0.018179
1771494500.891505718,4.630618,-0.001358,4.644718,0.013569,0.020533
1771494500.916490078,4.668845,-0.001316,4.689879,0.015092,0.026678
1771494500.941492319,4.707199,-0.001262,4.689879,0.015092,0.023821
1771494500.991487741,4.784292,-0.001166,4.782373,0.015626,0.016901
1771494500.991487741,4.784292,-0.001166,4.782373,0.015626,0.016901
1771494501.041498899,4.861810,-0.001061,4.870736,0.013176,0.016804
1771494501.066500664,4.900363,-0.001019,4.915875,0.013913,0.021531
1771494501.091494083,4.938704,-0.000981,4.915875,0.013913,0.027258
1771494501.141493320,5.015202,-0.000921,5.006544,0.015957,0.018970
1771494501.191484690,5.091887,-0.000951,5.098137,0.014958,0.017092
1771494501.191484690,5.091887,-0.000951,5.098137,0.014958,0.017092
1771494501.241503716,5.169615,-0.000965,5.188406,0.014356,0.024246
1771494501.241503716,5.169615,-0.000965,5.188406,0.014356,0.024246
1771494501.291479349,5.246477,-0.000857,5.233710,0.016471,0.021522
1771494501.291479349,5.246477,-0.000857,5.233710,0.016471,0.021522
1771494501.341485262,5.323886,-0.000955,5.368588,0.015420,0.047607
1771494501.391481400,5.400378,-0.001006,5.414449,0.016970,0.022828
1771494501.391481400,5.400378,-0.001006,5.414449,0.016970,0.022828
1771494501.441485405,5.476884,-0.001048,5.459301,0.017117,0.025280
1771494501.441485405,5.476884,-0.001048,5.459301,0.017117,0.025280
1771494501.491490126,5.554090,-0.001282,5.553519,0.017094,0.018385
1771494501.541482687,5.632177,-0.001415,5.644300,0.017507,0.022473
1771494501.566484213,5.670728,-0.001559,5.689363,0.017081,0.026357
1771494501.566484213,5.670728,-0.001559,5.689363,0.017081,0.026357
1771494501.616484165,5.748227,-0.001830,5.735347,0.017563,0.023280
1771494501.616484165,5.748227,-0.001830,5.735347,0.017563,0.023280
1771494501.666482687,5.825725,-0.001965,5.825566,0.019615,0.021581
1771494501.691485167,5.863679,-0.002031,5.869503,0.019468,0.022274
1771494501.741486311,5.940079,-0.002145,5.957716,0.020340,0.028577
1771494501.741486311,5.940079,-0.002145,5.957716,0.020340,0.028577
1771494501.791481256,6.016972,-0.002164,6.002966,0.019287,0.025619
1771494501.791481256,6.016972,-0.002164,6.002966,0.019287,0.025619
1771494501.841481686,6.092272,-0.002147,6.092428,0.020289,0.022437
1771494501.891480207,6.168669,-0.002107,6.180568,0.020082,0.025178
1771494501.891480207,6.168669,-0.002107,6.180568,0.020082,0.025178
1771494501.941489458,6.244882,-0.002225,6.225360,0.019594,0.029278
1771494501.941489458,6.244882,-0.002225,6.225360,0.019594,0.029278
1771494501.991485596,6.321777,-0.002177,6.316343,0.021123,0.023926
1771494502.016490936,6.359835,-0.002198,6.359647,0.020641,0.022840
1771494502.016490936,6.359835,-0.002198,6.359647,0.020641,0.022840
1771494502.066476583,6.435614,-0.002291,6.445455,0.021728,0.025956
1771494502.091479778,6.472369,-0.002368,6.486640,0.020925,0.027317
1771494502.141488075,6.545082,-0.002478,6.569903,0.021888,0.034782
1771494502.166492462,6.581039,-0.002580,6.569903,0.021888,0.026883
1771494502.166492462,6.581039,-0.002580,6.569903,0.021888,0.026883
1771494502.216483116,6.652026,-0.002786,6.649807,0.021176,0.024064
1771494502.241490602,6.687188,-0.002901,6.686931,0.022637,0.025539
1771494502.266493797,6.721443,-0.003016,6.726788,0.022192,0.025769
1771494502.341483355,6.823278,-0.003158,6.805252,0.022347,0.031232
1771494502.341483355,6.823278,-0.003158,6.805252,0.022347,0.031232
1771494502.366486073,6.856733,-0.003156,6.842704,0.023735,0.030330
1771494502.391473055,6.889367,-0.003188,6.880253,0.021697,0.026502
1771494502.416480303,6.919128,-0.003249,6.916392,0.023816,0.027204
1771494502.466493607,6.979746,-0.003299,6.987866,0.024461,0.028923
1771494502.466493607,6.979746,-0.003299,6.987866,0.024461,0.028923
1771494502.516474485,7.042623,-0.003383,7.023487,0.024070,0.033464
1771494502.541494608,7.073400,-0.003520,7.092957,0.023627,0.033458
1771494502.566477776,7.103832,-0.003625,7.092957,0.023627,0.029342
1771494502.616475344,7.163731,-0.003717,7.160462,0.023125,0.027040
1771494502.666485310,7.222842,-0.003899,7.223899,0.024224,0.028143
1771494502.666485310,7.222842,-0.003899,7.223899,0.024224,0.028143
1771494502.716486454,7.279394,-0.004065,7.288213,0.024235,0.029643
1771494502.716486454,7.279394,-0.004065,7.288213,0.024235,0.029643
1771494502.766494513,7.334754,-0.004232,7.320229,0.024005,0.031754
1771494502.766494513,7.334754,-0.004232,7.320229,0.024005,0.031754
1771494502.816484451,7.389295,-0.004268,7.384604,0.024891,0.029534
1771494502.866476774,7.443737,-0.004325,7.450744,0.023813,0.028997
1771494502.866476774,7.443737,-0.004325,7.450744,0.023813,0.028997
1771494502.916483164,7.499094,-0.004431,7.514884,0.025281,0.033648
1771494502.916483164,7.499094,-0.004431,7.514884,0.025281,0.033648
1771494502.966485739,7.554948,-0.004557,7.548657,0.024469,0.029700
1771494503.016479492,7.610792,-0.004727,7.582081,0.022157,0.039333
1771494503.016479492,7.610792,-0.004727,7.582081,0.022157,0.039333
1771494503.066501856,7.666166,-0.004997,7.673779,0.026329,0.032238
1771494503.066501856,7.666166,-0.004997,7.673779,0.026329,0.032238
1771494503.116475105,7.721090,-0.005161,7.735173,0.025956,0.034156
1771494503.116475105,7.721090,-0.005161,7.735173,0.025956,0.034156
1771494503.166478395,7.774344,-0.005449,7.763864,0.026055,0.033202
1771494503.191477060,7.800221,-0.005574,7.792616,0.025805,0.032288
1771494503.241477489,7.850773,-0.005659,7.846126,0.026276,0.032271
1771494503.241477489,7.850773,-0.005659,7.846126,0.026276,0.032271
1771494503.291476011,7.899624,-0.005801,7.900031,0.027341,0.033144
1771494503.291476011,7.899624,-0.005801,7.900031,0.027341,0.033144
1771494503.341479063,7.947378,-0.005860,7.951056,0.028315,0.034373
1771494503.366480350,7.970956,-0.005879,7.976042,0.027471,0.033736
1771494503.441477060,8.039379,-0.006011,8.049754,0.027605,0.035180
1771494503.441477060,8.039379,-0.006011,8.049754,0.027605,0.035180
1771494503.466485023,8.061362,-0.006026,8.049754,0.027605,0.035578
1771494503.466485023,8.061362,-0.006026,8.049754,0.027605,0.035578
1771494503.516480684,8.104315,-0.006131,8.097129,0.027665,0.034552
1771494503.566475153,8.146061,-0.006181,8.143066,0.026886,0.033202
1771494503.566475153,8.146061,-0.006181,8.143066,0.026886,0.033202
1771494503.616482735,8.186819,-0.006283,8.185502,0.028049,0.034357
1771494503.616482735,8.186819,-0.006283,8.185502,0.028049,0.034357
1771494503.666478157,8.226866,-0.006426,8.229250,0.026916,0.033427
1771494503.691483736,8.246247,-0.006498,8.248922,0.028213,0.034813
1771494503.741486788,8.284600,-0.006638,8.288680,0.026929,0.033814
1771494503.741486788,8.284600,-0.006638,8.288680,0.026929,0.033814
1771494503.816481352,8.340621,-0.006834,8.343513,0.028450,0.035402
1771494503.816481352,8.340621,-0.006834,8.343513,0.028450,0.035402
1771494503.866506815,8.375990,-0.006996,8.360578,0.028258,0.038476
1771494503.866506815,8.375990,-0.006996,8.360578,0.028258,0.038476
1771494503.891481876,8.392949,-0.007092,8.394056,0.028347,0.035456
1771494503.916490555,8.409932,-0.007182,8.411382,0.028883,0.036094
1771494503.941484690,8.426704,-0.007298,8.427054,0.028849,0.036148
1771494503.991470098,8.458046,-0.007529,8.457678,0.028064,0.035595
1771494503.991470098,8.458046,-0.007529,8.457678,0.028064,0.035595
1771494504.041479111,8.489002,-0.007771,8.486897,0.028397,0.036228
1771494504.041479111,8.489002,-0.007771,8.486897,0.028397,0.036228
1771494504.091477871,8.518352,-0.008014,8.514981,0.029279,0.037445
1771494504.141479969,8.546803,-0.008251,8.542003,0.028942,0.037502
1771494504.191481113,8.574353,-0.008468,8.575852,0.029901,0.038398
1771494504.191481113,8.574353,-0.008468,8.575852,0.029901,0.038398
1771494504.241480350,8.600704,-0.008642,8.597667,0.029208,0.037971
1771494504.241480350,8.600704,-0.008642,8.597667,0.029208,0.037971
1771494504.291479826,8.625554,-0.008808,8.626879,0.029537,0.038367
1771494504.291479826,8.625554,-0.008808,8.626879,0.029537,0.038367
1771494504.341490507,8.649510,-0.008980,8.651782,0.028887,0.037935
1771494504.341490507,8.649510,-0.008980,8.651782,0.028887,0.037935
1771494504.391485691,8.671460,-0.009135,8.680018,0.028460,0.038556
1771494504.441494226,8.692815,-0.009251,8.695766,0.028918,0.038284
1771494504.491500378,8.712768,-0.009359,8.720416,0.025983,0.036160
1771494504.491500378,8.712768,-0.009359,8.720416,0.025983,0.036160
1771494504.516483545,8.722263,-0.009412,8.722927,0.025974,0.035392
1771494504.516483545,8.722263,-0.009412,8.722927,0.025974,0.035392
1771494504.566490650,8.739967,-0.009530,8.737914,0.026470,0.036059
1771494504.591496468,8.748670,-0.009591,8.751362,0.026661,0.036352
1771494504.641506195,8.765475,-0.009730,8.762473,0.026298,0.036152
1771494504.691489697,8.781070,-0.009840,8.778642,0.027137,0.037056
1771494504.691489697,8.781070,-0.009840,8.778642,0.027137,0.037056
1771494504.716496468,8.788375,-0.009895,8.789196,0.026453,0.036357
1771494504.716496468,8.788375,-0.009895,8.789196,0.026453,0.036357
1771494504.766477823,8.801370,-0.010017,8.806016,0.026756,0.037065
1771494504.816485167,8.813273,-0.010132,8.811885,0.027176,0.037333
1771494504.866483450,8.824474,-0.010251,8.825928,0.027210,0.037489
1771494504.866483450,8.824474,-0.010251,8.825928,0.027210,0.037489
1771494504.891519785,8.829282,-0.010298,8.825928,0.027210,0.037658
1771494504.891519785,8.829282,-0.010298,8.825928,0.027210,0.037658
1771494504.941489935,8.838578,-0.010383,8.841243,0.027511,0.037988
1771494504.991489172,8.846978,-0.010459,8.849213,0.027795,0.038319
1771494505.041791201,8.853619,-0.010513,8.857636,0.027227,0.037953
1771494505.041791201,8.853619,-0.010513,8.857636,0.027227,0.037953
1771494505.091484308,8.858683,-0.010553,8.857636,0.027227,0.037795
1771494505.091484308,8.858683,-0.010553,8.857636,0.027227,0.037795
1771494505.116487741,8.860785,-0.010570,8.857636,0.027227,0.037928
1771494505.141477346,8.862385,-0.010582,8.857636,0.027227,0.038106
1771494505.191488028,8.864787,-0.010601,8.867485,0.027274,0.037970
1771494505.216488361,8.864787,-0.010601,8.867485,0.027274,0.037970
1771494505.216488361,8.864787,-0.010601,8.867485,0.027274,0.037970
1771494505.266481400,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.291487694,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.341488838,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.366475821,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.366475821,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.416481018,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.441483021,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.466499329,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.516478300,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.566482782,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.566482782,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.616482735,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.616482735,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.666495800,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.691489458,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.741482973,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.741482973,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.791481495,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.791481495,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.816483259,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.866486788,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.916481018,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.916481018,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.966487408,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494505.966487408,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.016488552,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.041521311,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.091479540,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.091479540,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.141494751,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.141494751,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.191483736,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.216487885,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.216487885,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.266490936,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.291480780,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.316481829,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.366474152,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.416471004,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.416471004,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.466490030,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.466490030,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.491484642,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.516490936,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.566478491,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.616504908,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.616504908,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.666499376,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.666499376,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.716498852,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.766483307,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.766483307,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.791486979,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.816495895,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.866492748,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.891480684,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.891480684,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.941488743,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.966475725,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494506.991495609,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.041484594,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.091491222,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.091491222,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.141500473,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.141500473,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.191492081,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.216502190,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.216502190,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.266502857,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.291493654,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.316791058,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.366489172,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.366489172,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.416479349,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.416479349,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.466501713,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.516494513,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.566498518,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.566498518,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.591494560,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.616484880,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.641541958,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.691493273,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.741500378,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.741500378,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.791481018,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.791481018,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.816497564,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.866476297,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.916476011,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.916476011,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.966475487,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.966475487,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494507.991483450,8.865989,-0.010611,8.867485,0.027274,0.037914
1771494508.041490078,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.091493845,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.091493845,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.141483545,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.141483545,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.166490555,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.216490507,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.266490221,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.266490221,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.316495180,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.316495180,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.341495275,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.391496658,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.441500664,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.441500664,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.491487026,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.491487026,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.516483307,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.566465616,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.566465616,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.616495371,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.641512632,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.666517019,8.865791,-0.010610,8.867485,0.027274,0.037921
1771494508.716499090,8.866192,-0.010612,8.867485,0.027274,0.037908
1771494508.766496420,8.866192,-0.010612,8.867485,0.027274,0.037908
1771494508.766496420,8.866192,-0.010612,8.867485,0.027274,0.037908
1771494508.816495657,8.866192,-0.010612,8.867485,0.027274,0.037908
1771494508.816495657,8.866192,-0.010612,8.867485,0.027274,0.037908
1771494508.841501713,8.866192,-0.010612,8.867485,0.027274,0.037908
1771494508.891490221,8.866394,-0.010614,8.867485,0.027274,0.037903
1771494508.891490221,8.866394,-0.010614,8.867485,0.027274,0.037903
1771494508.941499233,8.866394,-0.010614,8.867485,0.027274,0.037903
1771494508.966495991,8.866394,-0.010614,8.867485,0.027274,0.037903
1771494508.991497278,8.866394,-0.010614,8.867485,0.027274,0.037903
1771494509.041505098,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.091495275,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.091495275,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.141476631,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.141476631,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.166483879,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.216485262,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.267023802,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.267023802,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.316493750,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.316493750,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.366490602,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.366490602,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.416498423,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.466512918,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.466512918,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.516499758,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.516499758,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.566490650,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.616499901,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.616499901,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.641504049,8.866795,-0.010616,8.867485,0.027274,0.037896
1771494509.666497707,8.866795,-0.010616,8.867485,0.027274,0.037896
